# 这是接口或订阅源的白名单，白名单内的接口或订阅源获取的接口将不会参与测速，优先排序至结果最前。
# 填写频道名称会直接保留该记录至最终结果，如：CCTV-1,接口地址，只填写接口地址则对所有频道生效，多条记录换行输入。
# This is the whitelist of the interface or subscription source. The interface in the whitelist or the interface obtained by the subscription source will not participate in the speed measurement and will be prioritized in the result.
# Filling in the channel name will directly retain the record to the final result, such as: CCTV-1,url, only fill in the interface address will be effective for all channels, multiple records newline input.

CCTV7 国防军事,http://151.145.33.94:50001/PLTV/1000000001000017218/ystenlive/index.m3u8$!4M1080_易视腾
CCTV7 国防军事,http://151.145.33.94:50001/PLTV/5000000005000026715/bestzb/index.m3u8$!4M720_百视通
CCTV8 电视剧,http://151.145.33.94:50001/PLTV/6000000001000001070/wasusyt/index.m3u8$!8M1080_华数
CCTV8 电视剧,http://151.145.33.94:50001/PLTV/1000000001000031433/ystenlive/index.m3u8$!8M1080_易视腾
CCTV8 电视剧,http://151.145.33.94:50001/PLTV/5000000004000008888/bestzb/index.m3u8$!6.8M1080_百视通
CCTV8 电视剧,http://151.145.33.94:50001/PLTV/1000000005000265008/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
CCTV8 电视剧,http://151.145.33.94:50001/PLTV/5000000010000018377/bestzb/index.m3u8$!4M1080_百视通
CCTV8 电视剧,http://151.145.33.94:50001/PLTV/1000000001000003736/ystenlive/index.m3u8$!4M1080_易视腾
CCTV9 记录,http://151.145.33.94:50001/PLTV/6000000001000032162/wasusyt/index.m3u8$!8M1080_华数
CCTV9 记录,http://151.145.33.94:50001/PLTV/1000000001000014583/ystenlive/index.m3u8$!8M1080_易视腾
CCTV9 记录,http://151.145.33.94:50001/PLTV/1000000005000265009/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
CCTV9 记录,http://151.145.33.94:50001/PLTV/5000000010000018384/bestzb/index.m3u8$!4M1080_百视通
CCTV9 记录,http://151.145.33.94:50001/PLTV/1000000001000028286/ystenlive/index.m3u8$!4M1080_易视腾
CCTV10 科教,http://151.145.33.94:50001/PLTV/5000000004000012827/bestzb/index.m3u8$8M1080_百视通
CCTV10 科教,http://151.145.33.94:50001/PLTV/6000000001000031506/wasusyt/index.m3u8$!8M1080_华数
CCTV10 科教,http://151.145.33.94:50001/PLTV/1000000001000023734/ystenlive/index.m3u8$!8M1080_易视腾
CCTV10 科教,http://151.145.33.94:50001/PLTV/1000000005000265010/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
CCTV10 科教,http://151.145.33.94:50001/PLTV/5000000010000016738/bestzb/index.m3u8$!4M1080_百视通
CCTV10 科教,http://151.145.33.94:50001/PLTV/1000000001000026367/ystenlive/index.m3u8$!4M1080_易视腾
CCTV11 戏曲,http://151.145.33.94:50001/PLTV/5000000011000031106/bestzb/index.m3u8$!6.8M1080_百视通
CCTV11 戏曲,http://151.145.33.94:50001/PLTV/1000000005000265011/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
CCTV11 戏曲,http://151.145.33.94:50001/PLTV/5000000006000040011/bestzb/index.m3u8$!4M1080_百视通
CCTV11 戏曲,http://151.145.33.94:50001/PLTV/1000000002000019789/ystenlive/index.m3u8$!4M1080_易视腾
CCTV12 社会与法,http://151.145.33.94:50001/PLTV/6000000001000022586/wasusyt/index.m3u8$!8M1080_华数
CCTV12 社会与法,http://151.145.33.94:50001/PLTV/1000000001000032494/ystenlive/index.m3u8$!8M1080_易视腾
CCTV12 社会与法,http://151.145.33.94:50001/PLTV/5000000011000031107/bestzb/index.m3u8$!6.8M1080_百视通
CCTV12 社会与法,http://151.145.33.94:50001/PLTV/1000000005000265012/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
CCTV12 社会与法,http://151.145.33.94:50001/PLTV/1000000001000001640/ystenlive/index.m3u8$!4M1080_易视腾
CCTV12 社会与法,http://151.145.33.94:50001/PLTV/5000000006000040012/bestzb/index.m3u8$4M540_百视通
CCTV13 新闻,http://151.145.33.94:50001/PLTV/5000000011000031108/bestzb/index.m3u8$!6.8M1080_百视通
CCTV13 新闻,http://151.145.33.94:50001/PLTV/5000000005000001827/bestzb/index.m3u8$!4M1080_百视通
CCTV13 新闻,http://151.145.33.94:50001/PLTV/1000000002000021303/ystenlive/index.m3u8$!4M1080_易视腾
CCTV14 少儿,http://151.145.33.94:50001/PLTV/5000000004000006673/bestzb/index.m3u8$8M1080_百视通
CCTV14 少儿,http://151.145.33.94:50001/PLTV/6000000001000013647/wasusyt/index.m3u8$!8M1080_华数
CCTV14 少儿,http://151.145.33.94:50001/PLTV/1000000001000008170/ystenlive/index.m3u8$!8M1080_易视腾
CCTV14 少儿,http://151.145.33.94:50001/PLTV/1000000005000265013/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
CCTV14 少儿,http://151.145.33.94:50001/PLTV/5000000010000023358/bestzb/index.m3u8$!4M1080_百视通
CCTV14 少儿,http://151.145.33.94:50001/PLTV/1000000001000021349/ystenlive/index.m3u8$!4M1080_易视腾
CCTV15 音乐,http://151.145.33.94:50001/PLTV/5000000011000031109/bestzb/index.m3u8$!6.8M1080_百视通
CCTV15 音乐,http://151.145.33.94:50001/PLTV/1000000005000265014/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
CCTV15 音乐,http://151.145.33.94:50001/PLTV/1000000002000008163/ystenlive/index.m3u8$!4M1080_易视腾
CCTV16 奥林匹克,http://151.145.33.94:50001/PLTV/1000000006000233002/ystenlive/index.m3u8$!8M1080_易视腾
CCTV16 奥林匹克,http://151.145.33.94:50001/PLTV/5000000008000023253/bestzb/index.m3u8$!6.8M1080_百视通
CCTV16 奥林匹克,http://151.145.33.94:50001/PLTV/1000000006000233001/ystenlive/index.m3u8$!4M1080_易视腾
CCTV17 农业农村,http://151.145.33.94:50001/PLTV/1000000006000268004/ystenlive/index.m3u8$!8M1080_易视腾
CCTV17 农业农村,http://151.145.33.94:50001/PLTV/1000000005000265015/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
CCTV17 农业农村,http://151.145.33.94:50001/PLTV/1000000005000056836/ystenlive/index.m3u8$!4M1080_易视腾
 
安徽卫视,http://151.145.33.94:50001/PLTV/6000000001000009954/wasusyt/index.m3u8$!8M1080_华数
安徽卫视,http://151.145.33.94:50001/PLTV/1000000001000030159/ystenlive/index.m3u8$!8M1080_易视腾
安徽卫视,http://151.145.33.94:50001/PLTV/5000000004000023002/bestzb/index.m3u8$!7.5M1080_百视通
安徽卫视,http://151.145.33.94:50001/PLTV/1000000005000265025/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
安徽卫视,http://151.145.33.94:50001/PLTV/5000000001000027288/bestzb/index.m3u8$!4M1080_百视通
安徽卫视,http://151.145.33.94:50001/PLTV/1000000001000020780/ystenlive/index.m3u8$!4M1080_易视腾
 
北京卡酷少儿,http://151.145.33.94:50001/PLTV/7851974109718180595/bestzb/index.m3u8$!6.8M1080_百视通
北京卡酷少儿,http://151.145.33.94:50001/PLTV/1000000002000002413/ystenlive/index.m3u8$4M576_易视腾
北京卡酷少儿,http://151.145.33.94:50001/PLTV/6000000003000002709/wasusyt/index.m3u8$1.8M576_华数
北京卫视,http://151.145.33.94:50001/PLTV/6000000001000020451/wasusyt/index.m3u8$!8M1080_华数
北京卫视,http://151.145.33.94:50001/PLTV/1000000001000021288/ystenlive/index.m3u8$!8M1080_易视腾
北京卫视,http://151.145.33.94:50001/PLTV/5000000004000031556/bestzb/index.m3u8$!7.5M1080_百视通
北京卫视,http://151.145.33.94:50001/PLTV/1000000005000265027/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
北京卫视,http://151.145.33.94:50001/PLTV/5000000010000011502/bestzb/index.m3u8$!4M1080_百视通
北京卫视,http://151.145.33.94:50001/PLTV/1000000001000017156/ystenlive/index.m3u8$!4M1080_易视腾
兵团卫视,http://151.145.33.94:50001/PLTV/1000000005000266005/ystenlive/index.m3u8$4M576_易视腾
兵团卫视,http://151.145.33.94:50001/PLTV/5000000006000040020/bestzb/index.m3u8$4M540_百视通
福建东南卫视,http://151.145.33.94:50001/PLTV/5000000004000010584/bestzb/index.m3u8$8M1080_百视通
福建东南卫视,http://151.145.33.94:50001/PLTV/1000000005000265033/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
福建东南卫视,http://151.145.33.94:50001/PLTV/5000000001000005829/bestzb/index.m3u8$!4M1080_百视通
福建东南卫视,http://151.145.33.94:50001/PLTV/1000000002000009263/ystenlive/index.m3u8$!4M1080_易视腾
甘肃卫视,http://151.145.33.94:50001/PLTV/5000000011000031121/bestzb/index.m3u8$!6.8M1080_百视通
甘肃卫视,http://151.145.33.94:50001/PLTV/1000000002000017827/ystenlive/index.m3u8$!4M1080_易视腾
甘肃卫视,http://151.145.33.94:50001/PLTV/5000000006000040021/bestzb/index.m3u8$4M540_百视通
 
广东嘉佳卡通,http://151.145.33.94:50001/PLTV/1000000002000025964/ystenlive/index.m3u8$4M576_易视腾
广东嘉佳卡通,http://151.145.33.94:50001/PLTV/6000000003000025508/wasusyt/index.m3u8$1.8M576_华数
广东卫视,http://151.145.33.94:50001/PLTV/5000000004000014694/bestzb/index.m3u8$8M1080_百视通
广东卫视,http://151.145.33.94:50001/PLTV/6000000001000031076/wasusyt/index.m3u8$!8M1080_华数
广东卫视,http://151.145.33.94:50001/PLTV/1000000001000014176/ystenlive/index.m3u8$!8M1080_易视腾
广东卫视,http://151.145.33.94:50001/PLTV/1000000005000265034/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
广东卫视,http://151.145.33.94:50001/PLTV/5000000010000030417/bestzb/index.m3u8$!4M1080_百视通
广东卫视,http://151.145.33.94:50001/PLTV/1000000001000028357/ystenlive/index.m3u8$!4M1080_易视腾
广东珠江,http://151.145.33.94:50001/PLTV/2000000003000000033/hnbblive/index.m3u8$2.5M720_湖南bblive
广东珠江,http://151.145.33.94:50001/PLTV/1000000004000011655/ystenlive/index.m3u8$2.5M720_易视腾
广西卫视,http://151.145.33.94:50001/PLTV/5000000011000031118/bestzb/index.m3u8$!6.8M1080_百视通
广西卫视,http://151.145.33.94:50001/PLTV/1000000002000019837/ystenlive/index.m3u8$!4M1080_易视腾
广西卫视,http://151.145.33.94:50001/PLTV/5000000006000040014/bestzb/index.m3u8$4M540_百视通
贵州卫视,http://151.145.33.94:50001/PLTV/5000000004000025843/bestzb/index.m3u8$8M1080_百视通
贵州卫视,http://151.145.33.94:50001/PLTV/1000000002000003169/ystenlive/index.m3u8$!4M1080_易视腾
海南卫视,http://151.145.33.94:50001/PLTV/5000000004000006211/bestzb/index.m3u8$8M1080_百视通
海南卫视,http://151.145.33.94:50001/PLTV/1000000002000023773/ystenlive/index.m3u8$!4M1080_易视腾
河北卫视,http://151.145.33.94:50001/PLTV/5000000006000040016/bestzb/index.m3u8$8M1080_百视通
河北卫视,http://151.145.33.94:50001/PLTV/1000000002000017118/ystenlive/index.m3u8$!4M1080_易视腾
河南卫视,http://151.145.33.94:50001/PLTV/5000000011000031119/bestzb/index.m3u8$!6.8M1080_百视通
河南卫视,http://151.145.33.94:50001/PLTV/1000000002000027731/ystenlive/index.m3u8$!4M1080_易视腾
河南卫视,http://151.145.33.94:50001/PLTV/5000000005000017925/bestzb/index.m3u8$!4M720_百视通
黑龙江卫视,http://151.145.33.94:50001/PLTV/6000000001000016510/wasusyt/index.m3u8$!8M1080_华数
黑龙江卫视,http://151.145.33.94:50001/PLTV/1000000001000001925/ystenlive/index.m3u8$!8M1080_易视腾
黑龙江卫视,http://151.145.33.94:50001/PLTV/5000000004000025203/bestzb/index.m3u8$!6.8M1080_百视通
黑龙江卫视,http://151.145.33.94:50001/PLTV/1000000005000265029/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
黑龙江卫视,http://151.145.33.94:50001/PLTV/5000000010000031107/bestzb/index.m3u8$!4M1080_百视通
黑龙江卫视,http://151.145.33.94:50001/PLTV/1000000001000009082/ystenlive/index.m3u8$!4M1080_易视腾
湖北卫视,http://151.145.33.94:50001/PLTV/6000000001000015436/wasusyt/index.m3u8$!8M1080_华数
湖北卫视,http://151.145.33.94:50001/PLTV/1000000001000024621/ystenlive/index.m3u8$!8M1080_易视腾
湖北卫视,http://151.145.33.94:50001/PLTV/5000000004000014954/bestzb/index.m3u8$!6.8M1080_百视通
湖北卫视,http://151.145.33.94:50001/PLTV/1000000005000265023/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
湖北卫视,http://151.145.33.94:50001/PLTV/5000000010000022140/bestzb/index.m3u8$!4M1080_百视通
湖北卫视,http://151.145.33.94:50001/PLTV/1000000001000010355/ystenlive/index.m3u8$!4M1080_易视腾
 
湖南金鹰纪实,http://151.145.33.94:50001/PLTV/5000000011000031203/bestzb/index.m3u8$!6.8M1080_百视通
湖南金鹰纪实,http://151.145.33.94:50001/PLTV/1000000002000011724/ystenlive/index.m3u8$4M576_易视腾
湖南金鹰卡通,http://151.145.33.94:50001/PLTV/1000000002000016601/ystenlive/index.m3u8$4M576_易视腾
湖南金鹰卡通,http://151.145.33.94:50001/PLTV/5000000006000040024/bestzb/index.m3u8$4M540_百视通
湖南金鹰卡通,http://151.145.33.94:50001/PLTV/6000000003000016791/wasusyt/index.m3u8$1.8M576_华数
湖南快乐垂钓,http://151.145.33.94:50001/PLTV/5000000011000031206/bestzb/index.m3u8$!6.8M1080_百视通
湖南快乐垂钓,http://151.145.33.94:50001/PLTV/2000000002000000067/hnbblive/index.m3u8$6.8M1080_湖南bblive
湖南卫视,http://151.145.33.94:50001/PLTV/5000000004000006692/bestzb/index.m3u8$8M1080_百视通
湖南卫视,http://151.145.33.94:50001/PLTV/6000000001000018044/wasusyt/index.m3u8$!8M1080_华数
湖南卫视,http://151.145.33.94:50001/PLTV/1000000001000032695/ystenlive/index.m3u8$!8M1080_易视腾
湖南卫视,http://151.145.33.94:50001/PLTV/1000000005000265024/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
湖南卫视,http://151.145.33.94:50001/PLTV/5000000010000030452/bestzb/index.m3u8$!4M1080_百视通
湖南卫视,http://151.145.33.94:50001/PLTV/1000000001000009115/ystenlive/index.m3u8$!4M1080_易视腾
吉林卫视,http://151.145.33.94:50001/PLTV/5000000011000031117/bestzb/index.m3u8$!6.8M1080_百视通
吉林卫视,http://151.145.33.94:50001/PLTV/1000000002000027730/ystenlive/index.m3u8$!4M1080_易视腾
吉林卫视,http://151.145.33.94:50001/PLTV/5000000006000040013/bestzb/index.m3u8$4M540_百视通
 
江苏卫视,http://151.145.33.94:50001/PLTV/6000000001000014861/wasusyt/index.m3u8$!8M1080_华数
江苏卫视,http://151.145.33.94:50001/PLTV/1000000001000001828/ystenlive/index.m3u8$!8M1080_易视腾
江苏卫视,http://151.145.33.94:50001/PLTV/5000000004000019351/bestzb/index.m3u8$!7.5M1080_百视通
江苏卫视,http://151.145.33.94:50001/PLTV/1000000005000265030/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
江苏卫视,http://151.145.33.94:50001/PLTV/5000000010000018509/bestzb/index.m3u8$!4M1080_百视通
江苏卫视,http://151.145.33.94:50001/PLTV/1000000001000004684/ystenlive/index.m3u8$!4M1080_易视腾
江苏优漫卡通,http://151.145.33.94:50001/PLTV/1000000002000010063/ystenlive/index.m3u8$4M576_易视腾
江苏优漫卡通,http://151.145.33.94:50001/PLTV/6000000003000030492/wasusyt/index.m3u8$1.8M576_华数
江西卫视,http://151.145.33.94:50001/PLTV/1000000006000268001/ystenlive/index.m3u8$!8M1080_易视腾
江西卫视,http://151.145.33.94:50001/PLTV/5000000004000011210/bestzb/index.m3u8$!6.8M1080_百视通
江西卫视,http://151.145.33.94:50001/PLTV/1000000005000265032/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
江西卫视,http://151.145.33.94:50001/PLTV/5000000001000032154/bestzb/index.m3u8$!4M1080_百视通
江西卫视,http://151.145.33.94:50001/PLTV/1000000001000013731/ystenlive/index.m3u8$!4M1080_易视腾
辽宁卫视,http://151.145.33.94:50001/PLTV/5000000004000011671/bestzb/index.m3u8$8M1080_百视通
辽宁卫视,http://151.145.33.94:50001/PLTV/1000000001000001945/ystenlive/index.m3u8$!8M1080_易视腾
辽宁卫视,http://151.145.33.94:50001/PLTV/1000000005000265022/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
辽宁卫视,http://151.145.33.94:50001/PLTV/5000000001000008940/bestzb/index.m3u8$!4M1080_百视通
辽宁卫视,http://151.145.33.94:50001/PLTV/1000000002000024033/ystenlive/index.m3u8$!4M1080_易视腾
内蒙古卫视,http://151.145.33.94:50001/PLTV/1000000002000014080/ystenlive/index.m3u8$4M576_易视腾
宁夏卫视,http://151.145.33.94:50001/PLTV/1000000002000031451/ystenlive/index.m3u8$4M576_易视腾
宁夏卫视,http://151.145.33.94:50001/PLTV/5000000006000040022/bestzb/index.m3u8$4M540_百视通
 
青海卫视,http://151.145.33.94:50001/PLTV/1000000002000013359/ystenlive/index.m3u8$!4M1080_易视腾
青海卫视,http://151.145.33.94:50001/PLTV/5000000006000040015/bestzb/index.m3u8$4M540_百视通
厦门卫视,http://151.145.33.94:50001/PLTV/1000000005000266006/ystenlive/index.m3u8$4M576_易视腾
 
山东卫视,http://151.145.33.94:50001/PLTV/6000000001000004134/wasusyt/index.m3u8$!8M1080_华数
山东卫视,http://151.145.33.94:50001/PLTV/1000000001000016568/ystenlive/index.m3u8$!8M1080_易视腾
山东卫视,http://151.145.33.94:50001/PLTV/5000000004000020424/bestzb/index.m3u8$!6.8M1080_百视通
山东卫视,http://151.145.33.94:50001/PLTV/1000000005000265019/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
山东卫视,http://151.145.33.94:50001/PLTV/5000000010000027763/bestzb/index.m3u8$!4M1080_百视通
山东卫视,http://151.145.33.94:50001/PLTV/1000000001000012807/ystenlive/index.m3u8$!4M1080_易视腾
山西卫视,http://151.145.33.94:50001/PLTV/1000000002000021220/ystenlive/index.m3u8$4M576_易视腾
山西卫视,http://151.145.33.94:50001/PLTV/5000000006000040023/bestzb/index.m3u8$4M540_百视通
 
陕西卫视,http://151.145.33.94:50001/PLTV/1000000002000007495/ystenlive/index.m3u8$4M576_易视腾
陕西卫视,http://151.145.33.94:50001/PLTV/5000000006000040017/bestzb/index.m3u8$4M540_百视通
 
上海第一财经,http://151.145.33.94:50001/PLTV/5000000010000027146/bestzb/index.m3u8$!4M1080_百视通
上海第一财经,http://151.145.33.94:50001/PLTV/2000000002000000004/hnbblive/index.m3u8$2.5M720_湖南bblive
上海东方财经,http://151.145.33.94:50001/PLTV/5000000007000010003/bestzb/index.m3u8$!6.8M1080_百视通
上海东方财经,http://151.145.33.94:50001/PLTV/2000000002000000090/hnbblive/index.m3u8$6.8M1080_湖南bblive
上海东方卫视,http://151.145.33.94:50001/PLTV/5000000004000014098/bestzb/index.m3u8$8M1080_百视通
上海东方卫视,http://151.145.33.94:50001/PLTV/6000000001000003639/wasusyt/index.m3u8$!8M1080_华数
上海东方卫视,http://151.145.33.94:50001/PLTV/1000000001000005866/ystenlive/index.m3u8$!8M1080_易视腾
上海东方卫视,http://151.145.33.94:50001/PLTV/1000000005000265018/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
上海东方卫视,http://151.145.33.94:50001/PLTV/5000000010000032246/bestzb/index.m3u8$!4M1080_百视通
上海东方卫视,http://151.145.33.94:50001/PLTV/1000000001000030202/ystenlive/index.m3u8$!4M1080_易视腾
上海东方卫视,http://151.145.33.94:50001/PLTV/2000000002000000056/hnbblive/index.m3u8$2M720_湖南bblive
上海东方影视,http://151.145.33.94:50001/PLTV/5000000010000032212/bestzb/index.m3u8$!4M1080_百视通
上海东方影视,http://151.145.33.94:50001/PLTV/2000000002000000013/hnbblive/index.m3u8$2.5M720_湖南bblive
 
上海哈哈炫动,http://151.145.33.94:50001/PLTV/5000000011000031123/bestzb/index.m3u8$7M1080_百视通
上海哈哈炫动,http://151.145.33.94:50001/PLTV/5000000005000031641/bestzb/index.m3u8$!4M1080_百视通
上海哈哈炫动,http://151.145.33.94:50001/PLTV/1000000002000000172/ystenlive/index.m3u8$4M576_易视腾
 
上海五星体育,http://151.145.33.94:50001/PLTV/5000000010000017540/bestzb/index.m3u8$!4M1080_百视通
上海五星体育,http://151.145.33.94:50001/PLTV/2000000002000000007/hnbblive/index.m3u8$2.5M720_湖南bblive
 
深圳卫视,http://151.145.33.94:50001/PLTV/5000000004000007410/bestzb/index.m3u8$8M1080_百视通
深圳卫视,http://151.145.33.94:50001/PLTV/6000000001000002116/wasusyt/index.m3u8$!8M1080_华数
深圳卫视,http://151.145.33.94:50001/PLTV/1000000001000009227/ystenlive/index.m3u8$!8M1080_易视腾
深圳卫视,http://151.145.33.94:50001/PLTV/1000000005000265028/ystenlive/index.m3u8$!5.5M1080HEVC_易视腾
深圳卫视,http://151.145.33.94:50001/PLTV/5000000010000024026/bestzb/index.m3u8$!4M1080_百视通
深圳卫视,http://151.145.33.94:50001/PLTV/1000000001000011645/ystenlive/index.m3u8$!4M1080_易视腾
 
四川卫视,http://151.145.33.94:50001/PLTV/5000000004000006119/bestzb/index.m3u8$!7.5M1080_百视通
四川卫视,http://151.145.33.94:50001/PLTV/1000000002000016825/ystenlive/index.m3u8$!4M1080_易视腾
 
天津卫视,http://151.145.33.94:50001/PLTV/5000000004000006827/bestzb/index.m3u8$8M1080_百视通
天津卫视,http://151.145.33.94:50001/PLTV/6000000001000009186/wasusyt/index.m3u8$!8M1080_华数
